name,country,difficulty,elevation (feet),elevation (meters),latitude,longitude,nearest major airport,year first climbed,continent
Big Mountain,united states,walk up,7000,2134,34.0631,-110.018,glacier international,,north america
Big Mountain,united states,walk up,2458,749,39.9503,-77.9369,harrisburg,,north america
Big Sister,canada,scramble,9632,2936,51.014511,-115.353012,calgary international,1887,north america
Big slide,united states,walk up,4239,1292,44.182635,-73.870611,plattsburg international,,north america
Big Snagtooth,united states,technical climb,8330,2539,48.534701,-120.589549,seattle-tacoma,1946,north america
Big Squaw Mountain,united states,walk up,3196,974,45.496722,-69.741898,bangor me,,north america
"Bigelow, Mount",united states,walk up,8550,2606,32.4155,-110.715,tucson international,1697,north america
"Billy Mitchell, Mount",united states,basic snow/ice climb,7217,2200,61.203057,-145.275993,anchorage ak,,north america
Bird Peak,united states,scramble,5505,1678,61.0022,-149.285,anchorage,,north america
"Birdwood, Mount",canada,scramble,10161,3097,50.78472,-115.36778,calgary international airport,1922,north america
Bishops Cap,united states,technical climb,9127,2782,48.724604,-113.709784,great falls mt,,north america
Bismarck Peak,united states,walk up,7585,2312,46.76567,-121.273973,yakima wa,,north america
Black Butte,united states,walk up,6436,1962,44.399754,-121.635449,bend oregon,,north america
Black Fork Mountain,united states,walk up,2600,792,34.712,-94.368,fort smith ar,,north america
Black Giant,united states,scramble,13330,4063,37.1,-118.667,san francisco/reno,,north america
Black Kaweah,united states,technical climb,13675,4168,36.5453,-118.515,fresno airport,,north america
Black Mesa,united states,walk up,4973,1516,36.931838,-102.997859,,,north america
Black Mountain,united states,walk up,10892,3320,36.449474,-105.082385,,,north america
Black Mountain,united states,walk up,4145,1263,36.9167,-82.9,lexington ky,,north america
Black Peak,united states,scramble,8970,2734,48.523597,-120.815835,seattle wa,1926,north america
Black Tusk,canada,scramble,7608,2319,49.9753,-123.043,vancouver international,1912,north america
"Blackburn, Mount",united states,basic snow/ice climb,16390,4996,61.7317,-143.433,anchorage alaska,1912,north america
Blackjack Mountain,united states,walk up,4485,1367,48.034708,-121.610498,seattle,,north america
"Blackmore, Mount",united states,walk up,10154,3095,45.4442,-111.002,bozeman,,north america
"Blakiston, Mount",canada,scramble,9547,2910,49.0933,-114.035,,,north america
Blanca Peak,united states,scramble,14345,4372,37.5772,-105.485,colorado springs co albuquerque nm,1874,north america
"Blane, Mount",canada,technical climb,9820,2993,50.7267,-115.073,calgary international airport,1955,north america
Blodgett Peak,united states,scramble,9423,2872,38.9667,-104.9,colorado springs airport,,north america
Blood Mountain,united states,walk up,4461,1360,34.7398,-83.9369,atlanta,,north america
Blue Knob,united states,walk up,3136,956,40.2883,-78.5619,pittsburgh,,north america
Blue Lake Peak,united states,scramble,7808,2380,48.506739,-120.657177,seattle,1946,north america
Blue Mountain,united states,walk up,6007,1831,47.954841,-123.259563,seattle-tacoma,,north america
Blue Mountains,jamaica,walk up,7602,2317,,,norman manley int'l,,north america
"Blum, Mount",united states,scramble,7680,2341,48.754123,-121.482482,seattle-tacoma,,north america
Boarstone Mountain,united states,walk up,1947,593,45.3769,-69.4058,bangor international,,north america
"Bogart, Mount",canada,scramble,10315,3144,50.9083,-115.242,calgary alberta,,north america
Bona,united states,major mountain expedition,16421,5005,61.3856,-141.749,fairbanks,,north america
Bonanza Peak,united states,technical climb,9511,2899,48.238251,-120.866303,seattle washington,1937,north america
"Bond, Mount",united states,walk up,4698,1432,44.153033,-71.531291,manchester,1871,north america
Bondcliff,united states,walk up,4265,1300,44.140667,-71.540667,manchester nh,,north america
Boot Hill,united states,technical climb,10000,3048,,,new orleans,1774,north america
Borah Peak,united states,scramble,12662,3859,44.1333,-113.783,boise idaho,1912,north america
Boston Peak,united states,basic snow/ice climb,8894,2711,48.495564,-121.035991,seattle-tacoma,1938,north america
"Boucherie, Mount",canada,scramble,2487,758,49.853889,-119.581389,kelowna international airport,,north america
Boulder Mountain,united states,walk up,8377,2553,44.8814,-115.938,boise,,north america
Boundary Peak,united states,walk up,13143,4006,37.85,-118.35,reno nevada,,north america
"Bourgeau, Mount",canada,scramble,9613,2930,51.132,-115.775,calgary international airport,1890,north america
Bow Peak,canada,scramble,9409,2868,51.626489,-116.378946,calgary,,north america
"Bowlen, Mount",canada,basic snow/ice climb,10079,3072,51.3009,-116.1889,calgary,1901,north america
Box Elder Peak,united states,scramble,11101,3384,41.6356,-112.015,salt lake city ut,,north america
Brandywine Pk,canada,scramble,7346,2239,,,vancouver,,north america
Brasstown Bald,united states,walk up,4784,1458,34.8723,-83.8099,atlanta,,north america
Breckenridge Mountain,united states,walk up,7548,2301,35.4511,-118.583,bakersfield ca,,north america
"Bretherton, Mount",united states,scramble,5960,1817,47.619558,-123.210211,seattle-tacoma,,north america
"Brett, Mount",canada,scramble,9790,2984,51.1617,-115.82,calgary international airport,1916,north america
"Brewer, Mt",united states,scramble,13570,4136,36.7,-118.483,fresno yosemite intl.,1864,north america
Britton Hill,united states,walk up,345,105,30.987719,-86.281867,,,north america
"Brock, Mount",canada,,9521,2902,50.7367,-115.082,calgary international airport,1954,north america
Broken Top,united states,scramble,9175,2797,44.08293,-121.699462,redmond oregon,1910,north america
"Bross, Mount",united states,walk up,14172,4320,39.3353,-106.107,denver,,north america
Brown Mountain,united states,scramble,7340,2237,42.364823,-122.270236,eugene airport,,north america
Brown Peak,united states,walk up,6322,1927,46.950716,-121.5852,seattle-tacoma,,north america
Brundage Mountain,united states,walk up,8000,2438,45.01,-116.13,boise international airport,2007,north america
Brussels Peak,canada,technical climb,10371,3161,52.5166,-117.8222,calgary or edmonton,1948,north america
Bryant Peak,united states,scramble,5801,1768,47.451279,-121.460853,seattle-tacoma,1926,north america
"Bryce, Mount",canada,technical climb,11506,3507,52.041036,-117.329779,calgary,1902,north america
Buck Mountain,united states,scramble,11938,3639,43.689226,-110.819268,jackson wy,1898,north america
Buckhorn Knob,united states,walk up,4069,1240,37.2927,-80.9801,mercer county airport,,north america
Buckhorn Mountain,united states,walk up,6988,2130,47.825574,-123.121762,seattle-tacoma,,north america
"Buckindy, Mount",united states,scramble,7320,2231,48.351629,-121.206408,seattle-tacoma,1963,north america
Buckner Mountain,united states,basic snow/ice climb,9112,2777,48.495128,-120.99789,seattle-tacoma,1901,north america
Buffalo Mountain,united states,walk up,3300,1006,36.6667,-82.6667,tri-cities apt,,north america
Buffalo Mountain,united states,walk up,12777,3894,39.6167,-106.143,denver,,north america
Buffalo Mountain,united states,walk up,3971,1210,,,roanoke regional,,north america
Bull Run Peak,united states,walk up,9495,2894,38.4667,-119.883,reno,,north america
"Bullen, Mount",united states,scramble,5974,1821,48.195502,-121.698732,seattle,1932,north america
"Buller, Mount",canada,scramble,9186,2800,50.8917,-115.315,calgary international airport,,north america
Bullwinkle Tower,united states,technical climb,5220,1591,38.697187,-109.54929,salt lake city,,north america
Bunker Hill,united states,walk up,11475,3498,,,reno nv,,north america
"Burgess, Mount",canada,scramble,8527,2599,51.420278,-116.505278,calgary,1892,north america
Burney Mountain,united states,walk up,7863,2396.6424,40.806569,-121.627931,redding,,north america
"Burney, Mount",canada,scramble,9626,2934,50.71,-115.062,calgary international airport,1956,north america
"Burnham, Mount",united states,walk up,8997,2742,34.359132,-117.781506,los angeles,,north america
Burroughs Mountain,united states,walk up,7828,2386,46.901487,-121.71346,seattle-tacoma,,north america
"Burstall, Mount",canada,scramble,8989,2740,50.7723,-115.325,calgary international,1972,north america
Bush Mountain,united states,walk up,8361,2548,31.9167,-104.867,el paso,,north america
Byer's Peak,united states,walk up,12804,3903,,,denver international,,north america
Caballo Mountain,united states,walk up,10496,3199,35.9536,-106.364,albuquerque,,north america
Cabezon Peak,united states,,7795,2376,35.598997,-107.095893,albuquerque,,north america
Cadet Mountain,canada,scramble,2340,713,58.420775,-124.776363,edmonton or whitehorse,,north america
Cadillac Mountain,united states,walk up,1533,467,44.3528,-68.2244,trenton me,,north america
Cal Peak,united states,walk up,7489,2283,48.907834,-120.126057,seattle,,north america
Caldron Peak,canada,scramble,9551,2911,51.718734,-116.545544,calgary,,north america
California Peak,united states,walk up,13849,4221,37.6167,-105.5,alamosa,,north america
Caltha Peak,canada,basic snow/ice climb,7792,2375,50.1333,-122.25,,,north america
Camels Hump,united states,walk up,4083,1245,44.3194,-72.8867,burlington international,,north america
Cameron Cone,united states,walk up,10707,3263,38.8314,-104.954,colorado springs co,,north america
"Cameron, Mount",united states,,14239,4340,39.3469,-106.118,,,north america
Campbell Hill,united states,walk up,1549,472,40.370328,-83.720089,columbus ohio,,north america
Canadian Border Peak,canada,technical climb,7516,2291,49.004518,-121.679163,vancouver bc,1932,north america
"Cannon, Mount",united states,scramble,8952,2729,48.692405,-113.7748,great falls mt,,north america
Canyon Mountain,united states,scramble,7999,2438,44.336872,-118.890012,boise id,,north america
Cape Horn,united states,walk up,7616,2321,47.657138,-120.917881,seattle,,north america
Capitol Peak,united states,scramble,14130,4307,39.1503,-107.082,aspen eagle or denver,1909,north america
"Capulin, Mount",united states,walk up,8182,2494,36.783941,-103.967811,colorado springs airport colorado springs co; rick husband airport amarillo tx,,north america
"Cardigan, Mount",united states,walk up,3155,962,43.649553,-71.914101,manchester boston regional airport,,north america
Carlton Peak,united states,walk up,1526,465,47.583333,-90.860278,duluth international airport,1848,north america
Carne Mtn,united states,walk up,7085,2160,48.0881,-120.803,seattle,,north america
Carpathian Peak,united states,basic snow/ice climb,5856,1785,60.69,-148.8306,anchorage,,north america
"Carrie, Mount",united states,walk up,6995,2132,47.894248,-123.649192,seattle,,north america
"Carrigain, Mount",united states,walk up,4700,1433,44.0936,-71.4469,logan international,,north america
Carson Peak,united states,walk up,10909,3325,37.75,-119.117,crowley lake/mammoth,,north america
Carter Dome,united states,walk up,4832,1473,44.267222,-71.178889,,,north america
Cascade,united states,walk up,4098,1249,44.2186,-73.8606,lake placid,,north america
Cascade Mountain,canada,scramble,9836,2998,51.2278,-115.562,calgary airport,1897,north america
Cascade Peak,united states,scramble,7428,2264,48.463417,-121.080108,seattle-tacoma,1950,north america
Cashmere Peak,united states,scramble,8501,2591,47.558631,-120.847335,seattle,,north america
Castle Mountain,canada,technical climb,9074,2766,51.3055,-115.939,calgary,1884,north america
Castle Mountain,united states,scramble,6658,2029,46.986845,-121.459331,seattle-tacoma,,north america
Castle Peak,united states,walk up,14265,4348,39.0097,-106.861,aspen,1873,north america
Castle Peak,united states,,10190,3105,61.5978,-143.444,fairbanks,,north america
Castle Rock Spire,united states,technical climb,7600,2317,,,,1950,north america
Castleguard Mountain,canada,basic snow/ice climb,10138,3090,52.109984,-117.25399,calgary,1919,north america
Castleton Tower,united states,technical climb,6656,2029,38.651205,-109.367796,slc,1961,north america
Cathedral Mountain,canada,technical climb,10463,3189,51.3958,-116.39,calgary,1901,north america
Cathedral Peak,united states,scramble,13943,4250,39.0333,-106.85,denver,,north america
Cathedral Rock,united states,scramble,4964,1513,34.819912,-111.793157,flagstaff,,north america
"Catherine, Mount",united states,scramble,5052,1540,47.372356,-121.426743,seattle-tacoma,,north america
Catleap,united states,walk up,7789,2374,48.615832,-120.657434,seattle,,north america
"Caubvik, Mount",canada,,5420,1652,58.8833,-63.6,quebec city,,north america
"Cautley, Mount",canada,scramble,9357,2852,50.907363,-115.572395,calgary,1916,north america
Ceboruco,mexico,,7480,2280,21.125,-104.508333,guadalajara mexico,,north america
"Celaque, Montana de",honduras,,9275,2827,,,san pedro sula,,north america
Cerro Chato,costa rica,walk up,3740,1148,10.440837,-84.689814,juan santa-maria international san-josé,,north america
Cerro Chirripo,costa rica,walk up,12533,3820,9.4833,-83.483,san isidro or san jose,,north america
Cerro De La Silla,mexico,scramble,5971,1820,25.6327,-100.234,mariano escobedo monterrey n.l.,,north america
Cerro del Potosi,mexico,walk up,12139,3700,24.871667,-100.2325,aeropuerto internacional mariano escobedo - monterrey n.l.,,north america
Cerro El Pital,el salvador/honduras,walk up,8957,2730,14.3416,-89.0974,el salvador international airport,,north america
Cerro Mogoton,nicaragua/honduras,walk up,6913,2107,13.75768,-86.3923,,,north america
Cerro Montañita de Santa Maria,nicaragua,scramble,3071,936,13.56451,-86.45905,,,north america
Cerro Negro,nicaragua,walk up,2388,728,12.506111,-86.701944,leon,1850,north america
Cerro Terbi,costa rica,walk up,12352,3765,9.456677,-83.493506,juan santa-maria international san-josé,,north america
Cerro Tres Amigos,costa rica,walk up,6043,1842,10.317786,-84.793798,juan santa-maria international san-josé,,north america
Cerro Vantisqueros,costa rica,walk up,12507,3812,9.475472,-83.509942,juan santa-maria international san-josé,,north america
Cerro Verde,el salvador,walk up,6660,2030,13.82732,-89.62356,,,north america
Chair Peak,united states,scramble,6238,1901,47.459666,-121.466861,seattle,1913,north america
Challenger Point,united states,,14080,4292,37.9803,-105.606,,,north america
"Challenger, Mount",united states,technical climb,8207,2501,48.835683,-121.342354,seattle-tacoma,1936,north america
Charles Mound,united states,walk up,1235,376,42.504146,-90.239765,,,north america
"Charleston, Mount",united states,walk up,11918,3633,36.4167,-116.25,las vegas nevada,,north america
Charlotte Dome,united states,scramble,10700,3261,36.7667,-118.467,lax; fresno ca,1970,north america
"Chaval, Mount",united states,scramble,7127,2172,48.376086,-121.325386,seattle-tacoma,1946,north america
Cheaha Mountain,united states,walk up,2405,733,33.4857,-85.8091,birmingham al or hartsfield (atlanta ga),,north america
"Cheam, Mount",canada,walk up,6903,2104,49.186728,-121.682056,vancouver international airport,1888,north america
Checkerboard Mesa,united states,scramble,6680,2036,37.215599,-112.88003,salt lake city,,north america
Checkered Demon,united states,scramble,13112,3997,,,,1926,north america
"Chephren, Mount",canada,scramble,10741,3274,51.840126,-116.681671,calgary international airport,1913,north america
"Chester, Mount",canada,scramble,10020,3054,50.8,-115.267,calgary,,north america
Chikamin Peak,united states,scramble,7000,2134,47.475419,-121.310949,seattle-tacoma,1915,north america
Chilly Mtn,united states,scramble,7960,2426,,,seattle,,north america
Chimayosos Peak,united states,walk up,12841,3914,35.973585,-105.610465,albuquerque,,north america
Chimney Mountain,united states,scramble,2721,829,43.6928,-74.2108,albany glens falls,,north america
Chimney Peak,united states,scramble,6917,2108,47.689458,-123.402173,seattle-tacoma,1941,north america
Chimney Rock,united states,technical climb,7124,2171,48.6167,-116.7,spokane wa,1934,north america
Chimney Rock,united states,technical climb,7727,2355,47.507,-121.29,seattle-tacoma,1930,north america
China Cap,united states,scramble,8656,2638,45.1561,-117.5089,boise id,,north america
China Hat,united states,scramble,6573,2003,43.68068,-121.0339,eugene airport,,north america
Chinese Peak,united states,,8705,2653,37.218999,-119.154713,,,north america
Chinese Peak,united states,walk up,6791,2070,42.848803,-112.363031,,,north america
Chingo,guatemala/el salvador,walk up,5823,1775,14.1166,-89.7274,,,north america
Chinook Peak,united states,scramble,6904,2104,46.89723,-121.510155,seattle-tacoma,,north america
"Chiquita, Mount",united states,walk up,13069,3983,40.4439,-105.688,denver international,,north america
"Chocorua, Mount",united states,walk up,3450,1052,43.9542,-71.2739,conway,,north america
"Chocura, Mount",united states,basic snow/ice climb,3075,937,,,manchester,1635,north america
Choirboy,united states,walk up,2120,646,47.541192,-121.529582,seattle,,north america
"Christie, Mount",united states,basic snow/ice climb,6177,1883,47.698041,-123.545599,seattle-tacoma,1907,north america
Chrysolite,united states,,12822,3908,38.6656,-106.344,denver international,,north america
Chutla Peak,united states,scramble,6000,1829,46.75277,-121.775036,seattle-tacoma,,north america
Cinder Cone,united states,walk up,6906,2105,40.932386,-121.363866,san francisco,,north america
Cinnamon Butte,united states,,6417,1956,43.241045,-122.109861,eugene airport,,north america
Cirque Peak,canada,scramble,9819,2993,51.7,-116.418,calgary,1899,north america
Cirque Peak,united states,walk up,12900,3932,36.4667,-118.233,los angeles california; reno nevada,,north america
Cirrus Mountain,canada,scramble,10728,3270,52.1694,-116.9775,calgary,1939,north america
Clark Peak,united states,scramble,12951,3947,40.607176,-105.929489,denver international,,north america
"Clemenceau, Mount",canada,technical climb,12001,3658,52.248193,-117.958488,calgary alberta,1923,north america
Clements Mountain,united states,scramble,8760,2670,48.692462,-113.741026,kalispell mt,1923,north america
"Cleveland, Mount",united states,walk up,5301,1616,47.680963,-121.424589,seattle,,north america
"Cleveland, Mount",united states,scramble,10466,3190,48.925,-113.8481,calgary alberta or great falls montana,1924,north america
Clingman's Dome,united states,walk up,6643,2025,35.55,-83.5,knoxville tennessee,,north america
"Clitheroe, Mount",canada,scramble,9167,2794,52.710195,-118.231516,edmonton ab or calgary ab,,north america
Cloud Peak,united states,scramble,13166,4013,44.3822,-107.173,sheridan wyoming,,north america
Clouds Rest,united states,walk up,9926,3025,37.767853,-119.489266,oakland international (oak),,north america
Cloudveil Dome,united states,technical climb,12026,3666,43.7189,-110.807,jackson wyoming,1931,north america
Clyde Minaret,united states,scramble,12281,3743,37.75,-119.117,mammoth or bishop,1928,north america
Clyde Spires,united states,scramble,13267,4044,37.14,-118.647,,1933,north america
Cockscomb,united states,technical climb,11065,3373,,,mammoth lakes,1914,north america
Cockscomb Mountain,canada,scramble,9108,2776,51.236933,-115.724788,calgary,,north america
Cofre De Perote,mexico,,14052,4283,,,,,north america
"Cokely, Mount",canada,walk up,5184,1580,49.2333,-124.583,port alberni,,north america
Colchuck Peak,united states,scramble,8705,2653,47.47829,-120.846434,seattle wa,1948,north america
Colden,united states,walk up,4714,1437,44.1269,-73.9603,albany ny,,north america
Coleman Ridge Peak,united states,walk up,7621,2323,48.897847,-120.15378,seattle,,north america
collins mountain,united states,walk up,2800,853,34.3747,-84.9168,atlanta,2007,north america
Colonial Peak,united states,basic snow/ice climb,7771,2369,48.661603,-121.121821,seattle-tacoma,1931,north america
Columbia Peak,united states,scramble,7172,2186,47.961537,-121.361332,seattle-tacoma,1897,north america
"Columbia, Mount",canada,technical climb,12294,3747,52.14879,-117.436209,edmonton or calgary alberta,1902,north america
"Columbia, Mount",united states,walk up,14073,4290,38.9039,-106.297,denver,,north america
Commander Mountain,canada,technical climb,11060,3371,50.415,-116.558,cranbrook airport,1915,north america
Concord Tower,united states,technical climb,7560,2304,48.5144,-120.657,seattle wa,1956,north america
Cone,greenland,,12037,3669,68.873666,-29.937744,,,north america
"Conness, Mount",united states,walk up,12590,3837,37.9669,-119.32,reno,1866,north america
"Constance, Mount",united states,scramble,7743,2360,47.772849,-123.127384,seattle,1922,north america
Conundrum Peak,united states,scramble,14060,4285,39.014266,-106.863799,denver international,1873,north america
"Cook, Mount",united states/canada,,13766,4196,60.1836,-139.968,anchorage,1953,north america
Copete De Las Aguilas,mexico,scramble,7218,2200,25.5667,-100.417,mariano escobedo - monterrey.,,north america
Copper Mountain,united states,scramble,6280,1922,46.797546,-121.827688,seattle-tacoma,1915,north america
Copper Point,united states,scramble,7840,2390,48.496771,-120.628504,seattle-tacoma,,north america
"Cornwall, Mount",canada,scramble,9744,2970,50.7383,-114.947,calgary international airport,1949,north america
Corteo Peak,united states,scramble,8080,2463,48.504493,-120.788369,seattle-tacoma,1935,north america
"Cory, Mount",canada,scramble,9193,2802,51.2014,-115.689,calgary international,,north america
Cougar Peak,united states,scramble,7894,2406,42.307101,-120.631078,eugene airport,,north america
Courthouse Mountain,united states,scramble,12152,3704,38.135,-107.574,grand junction,,north america
Courtney Peak,united states,walk up,8392,2558,48.260741,-120.443459,seattle,,north america
Cousins Peak,united states,scramble,6740,2054,48.6644,-121.1082,seattle-tacoma,,north america
Cowhorn Mountain,united states,scramble,7664,2336,43.399881,-122.053898,portland,,north america
Cowlitz Chimneys,united states,scramble,7605,2318,46.848921,-121.609468,seattle-tacoma,1915,north america
Craggy Pinnacle,united states,walk up,5892,1796,35.7033,-82.3781,asheville,,north america
"Craig, Mount",united states,walk up,6645,2025,35.7775,-82.2619,asheville,,north america
"Crandell, Mount",canada,scramble,7812,2381,49.077296,-113.927622,calgary,,north america
Crane Mountain,united states,scramble,8456,2577,42.0628,-120.2398,eugene airport,,north america
Crane Mountain,united states,scramble,3254,992,43.544847,-73.962407,albany international airport albany ny,,north america
Crater Mountain,united states,scramble,8128,2477,48.739352,-120.920205,seattle-tacoma,,north america
Crazy Peak,united states,scramble,11214,3418,46.0181,-110.276,bozeman,,north america
Crescent Mountain,united states,scramble,7816,2382,48.442241,-120.598297,seattle,,north america
Crested Butte,united states,walk up,12162,3707,38.8833,-106.943,dia-denvercolorado,,north america
Crestone Needle,united states,scramble,14197,4327,37.9647,-105.576,alamosa,1916,north america
Crestone Peak,united states,scramble,14294,4357,37.9667,-105.585,denver or colorado springs,1916,north america
"Cromwell, Mount",canada,technical climb,10925,3330,52.268788,-117.393551,calgary,1938,north america
Crooked Thumb,united states,technical climb,8124,2476,48.826588,-121.341419,seattle-tacoma,1940,north america
Crow Peak,united states,walk up,5760,1756,44.470616,-103.963089,rapid city,,north america
Crowfoot Mountain,canada,technical climb,10007,3050,51.62537,-116.434307,calgary,1950,north america
Crowsnest Mountain,canada,scramble,9137,2785,49.704944,-114.574013,calgary international,1904,north america
"Cruiser, Mount",united states,technical climb,6104,1860,47.564302,-123.315611,seattle-tacoma,1937,north america
Crystal Mountain,united states,scramble,6998,2133,46.915924,-121.50383,seattle-tacoma,,north america
Crystal Peak,united states,scramble,6896,2102,47.720204,-123.39154,seattle-tacoma,1976,north america
Crystal Peak,united states,walk up,6595,2010,46.90633,-121.519,seattle-tacoma,,north america
Culebra Peak,united states,walk up,14047,4282,37.1222,-105.185,colorado springs,,north america
Cultus Mountain,united states,walk up,6752,2058,43.819007,-121.870309,eugene airport,,north america
Cumulus Mtn.,united states,walk up,7340,2237,48.559,-120.721979,seattle,,north america
Currie,canada,basic snow/ice climb,8364,2549,50.248333,-122.781944,vancouver,1922,north america
Cutthroat Peak,united states,technical climb,8050,2454,48.526496,-120.70344,seattle wa,1937,north america
"Dade, Mount",united states,scramble,13600,4145,37.3822,-118.778,,1911,north america
"Daly, Mount",united states,scramble,13305,4055,39.1667,-107.067,denver,,north america
"Daly, Mount",canada,technical climb,10341,3152,51.518678,-116.39534,calgary,1903,north america
"Dana, Mount",united states,walk up,13053,3979,37.8997,-119.22,fresno,1863,north america
"Dana, Mount",united states,scramble,6209,1893,47.7914,-123.4857,seattle-tacoma,1928,north america
"Daniel, Mount",united states,basic snow/ice climb,7899,2408,47.562656,-121.171947,seatac,,north america
Dans Mountain,united states,walk up,2898,883,39.5814,-78.8975,baltimore,,north america
"Darwin, Mount",united states,scramble,13831,4216,37.1669,-118.671,,1908,north america
Davis Peak,united states,technical climb,7051,2149,48.729389,-121.202888,seattle-tacoma,1904,north america
"Davis, Mount",united states,walk up,3213,979,39.7861,-79.1761,pittsburgh,,north america
Deadwood Peak,united states,scramble,6290,1917,46.88161,-121.5191,seattle-tacoma,,north america
"Deborah, Mount",united states,basic snow/ice climb,12339,3761,63.6375,-147.237,fairbanks alaska,1954,north america
"Deception, Mount",united states,scramble,7788,2374,47.813146,-123.233507,seatac,,north america
Decker Mountain,canada,basic snow/ice climb,7943,2421,50.0693,-122.854,vancouver,1954,north america
Deer Mountain,united states,walk up,10013,3052,40.3667,-105.583,denver,,north america
Dege Peak,united states,walk up,7006,2135,46.918497,-121.610713,seattle-tacoma,,north america
"Degenhardt, Mount",united states,technical climb,8020,2444,48.771493,-121.294427,seattle-tacoma,1931,north america
Del Campo,united states,scramble,6610,2015,47.990783,-121.470637,seattle,1912,north america
Del Norte Peak,united states,walk up,12406,3781,37.589866,-106.563464,denver or albuquerque,,north america
Delamar Mountain,united states,walk up,8398,2560,34.290938,-116.945552,,,north america
"Delano, Mount",united states,scramble,12173,3710,38.3692,-112.371,slc international,,north america
"Delphine, Mount",canada,technical climb,11175,3406,50.465,-116.453,cranbrook airport,1914,north america
Deltaform,canada,scramble,11233,3424,51.301428,-116.245737,calgary,1903,north america
"Democrat, Mount",united states,walk up,14148,4312,39.3397,-106.139,devner,,north america
Denali,united states,major mountain expedition,20320,6194,63.0694,-151.004,anchorage alaska,1913,north america
Denman Peak,united states,scramble,6006,1831,46.75734,-121.7434,seattle-tacoma,,north america
Denny Mountain,united states,scramble,5522,1683,47.439119,-121.444073,seattle-tacoma,1867,north america
Derby Peak,united states,walk up,12186,3714,39.9667,-107.117,dia,,north america
Deseret Peak,united states,walk up,11031,3362,40.4597,-112.626,salt lake intl,,north america
Desolation Peak,united states,walk up,6102,1860,48.911444,-121.01655,seattle-tacoma,,north america
"Despair, Mount",united states,scramble,7292,2223,48.737257,-121.376696,seattle-tacoma,1939,north america
Devils Tower,united states,technical climb,5112,1558,44.5906,-104.715,rapid city south dakota,1937,north america
Dewey Peak,united states,technical climb,6710,2045,46.841719,-121.485017,seattle-tacoma,,north america
"Diablo, Mount",united states,walk up,3849,1173,37.88,-121.92,buchanan field,,north america
Diadem Peak,canada,technical climb,11060,3371,52.310315,-117.422132,calgary,1898,north america
"Diadem, Mount",canada,scramble,5700,1737,,,vancouver,,north america
Diamond Peak,united states,walk up,8744,2665,43.520765,-122.149558,eugene or,,north america
Dickerman,united states,walk up,5723,1744,48.068788,-121.470809,,1970,north america
Diobsud Buttes,united states,scramble,5892,1796,48.618893,-121.476845,seattle-tacoma,1908,north america
Dix,united states,walk up,4856,1480,44.082992,-73.786626,plattsburgh international,1807,north america
Doherty Mountain,united states,scramble,6395,1949,45.898499,-111.890055,butte mt,,north america
Dolomite Peak,canada,scramble,9127,2782,51.675,-116.375,calgary,1930,north america
Dome,greenland,,12080,3682,68.839983,-29.925385,,,north america
Dome Peak,united states,basic snow/ice climb,8920,2719,48.301791,-121.031772,seattle,1935,north america
Donner Peak,united states,walk up,8019,2444,39.3089,-120.311,reno,,north america
Dorado Needle,united states,technical climb,8440,2573,48.5498,-121.1386,seattle-tacoma,1940,north america
Dorr Mountain,united states,walk up,1265,386,44.355892,-68.216257,bar harbor,,north america
Double Peak,united states,scramble,6199,1889,46.828533,-121.579946,seattle-tacoma,,north america
Doubletop Mountain,united states,scramble,9873,3009,41.95,-111.65,salt lake city ut,,north america
Doughgob,united states,walk up,6172,1881,47.700608,-120.992281,seattle,,north america
Downey Peak,united states,scramble,5924,1806,48.27174,-121.184478,seattle,,north america
Downs Mountain,united states,basic snow/ice climb,13349,4069,43.1836,-109.402,jackson hole,,north america
Doyle Peak,united states,walk up,11460,3493,35.33,-111.646,pullium,,north america
Doyle's Delight,belize,major mountain expedition,3711,1131,16.494032,-89.01123,belize city,2008,north america
Dragontail Peak,united states,scramble,8840,2694,47.478986,-120.832958,seattle,,north america
Drake Peak,united states,walk up,8407,2562,42.300111,-120.123686,reno,,north america
Driskill Mountain,united states,walk up,535,163,32.424856,-92.89669,,,north america
"Drum, Mount",united states,major mountain expedition,12010,3661,62.1161,-144.637778,gulkana,1954,north america
Dudly Spire,united states,scramble,7492,2284,,,seattle,1948,north america
Dusty Star Mountain,united states,technical climb,8084,2464,48.650377,-113.635154,great falls,,north america
Eagle Cap,united states,walk up,9595,2925,45.15,-117.3,lewiston id.,1300,north america
Eagle Mountain,united states,walk up,2301,701,47.8974,-90.5601,duluth,,north america
Eagle Peak,canada,scramble,9363,2854,51.27646,-117.45959,kamloops,1893,north america
Eagle Peak,united states,scramble,5958,1816,46.755652,-121.779199,seattle-tacoma,,north america
Eagle Point,united states,walk up,6247,1904,47.93925,-123.40907,seattle-tacoma,,north america
Eagles Rest Mountain,united states,scramble,11258,3431,43.898624,-110.759206,jackson wy,1932,north america
Eagletail Peak,united states,technical climb,3300,1006,33.4033,-113.305,phoenix az,,north america
East Grandaddy Mountain,united states,scramble,11635,3546,40.5908,-110.786,salt lake international,,north america
East Pecos Baldy,united states,walk up,12500,3810,35.9,-105.65,,,north america
East Temple,united states,technical climb,7709,2350,37.221,-112.9504,las vegas or salt lake city,1937,north america
Easter Peak,united states,walk up,5326,1623,47.664439,-121.434465,seattle,,north america
